,0,1
0,0.0,0.0
1,-0.0,-0.0
2,0.0,0.0
3,-0.009600000009748987,-0.009600000008573023
4,-0.028800000009749017,-0.028800000002352
5,-0.05760000000974905,-0.05760000001092502
6,-0.08960000000974905,-0.08960000001092502
7,-0.12160000000974905,-0.12160000001092502
8,-0.15360000000974905,-0.15360000001092503
9,-0.18560000000974905,-0.18560000001092503
10,-0.21760000000974905,-0.21760000001092503
11,-0.24960000000974905,-0.24960000001092503
12,-0.28160000000974905,-0.28160000001092506
13,-0.3136000000097491,-0.31360000001092503
14,-0.3456000000097491,-0.34560000001092506
15,-0.37760000000974914,-0.3776000000109251
16,-0.40960000000974917,-0.4096000000109251
17,-0.4416000000097492,-0.44160000001092514
18,-0.4736000000097492,-0.47360000001092517
19,-0.5056000000097493,-0.5056000000109252
20,-0.5376000000097493,-0.5376000000109252
21,-0.5696000000097493,-0.5696000000109253
22,-0.6016000000097493,-0.6016000000109253
23,-0.6336000000097494,-0.6336000000109253
24,-0.6656000000097494,-0.6656000000109253
25,-0.6976000000097494,-0.6976000000109254
26,-0.7296000000097494,-0.7296000000109254
27,-0.7616000000097495,-0.7616000000109254
28,-0.7856000000044541,-0.7840000000070032
29,-0.8,-0.7968000000030809
30,-0.8047999999938634,-0.8
31,-0.8,-0.7935999999952364
32,-0.7919999999885681,-0.7855999999952364
33,-0.7839999999885681,-0.7775999999952364
34,-0.7759999999885681,-0.7695999999952364
35,-0.767999999988568,-0.7615999999952364
36,-0.759999999988568,-0.7535999999952364
37,-0.751999999988568,-0.7455999999952364
38,-0.743999999988568,-0.7375999999952364
39,-0.735999999988568,-0.7295999999952364
40,-0.727999999988568,-0.7215999999952364
41,-0.719999999988568,-0.7135999999952364
42,-0.711999999988568,-0.7055999999952364
43,-0.703999999988568,-0.6975999999952364
44,-0.695999999988568,-0.6895999999952364
45,-0.687999999988568,-0.6815999999952363
46,-0.679999999988568,-0.6735999999952363
47,-0.671999999988568,-0.6655999999952363
48,-0.663999999988568,-0.6575999999952363
49,-0.655999999988568,-0.6495999999952363
50,-0.6479999999885679,-0.6415999999952363
51,-0.6399999999885679,-0.6335999999952363
52,-0.6319999999885679,-0.6255999999952363
53,-0.6239999999885679,-0.6175999999952363
54,-0.6159999999885679,-0.6095999999952363
55,-0.6079999999885679,-0.6015999999952363
56,-0.6,-0.5935999999952363
57,-0.5919999999885679,-0.5855999999952363
58,-0.5839999999885679,-0.5775999999952363
59,-0.5759999999885679,-0.5695999999952363
60,-0.5679999999885679,-0.5615999999952362
61,-0.5599999999885679,-0.5535999999952362
62,-0.5519999999885679,-0.5455999999952362
63,-0.5439999999885679,-0.5375999999952362
64,-0.5359999999885678,-0.5295999999952362
65,-0.5279999999885678,-0.5215999999952362
66,-0.5199999999885678,-0.5135999999952362
67,-0.5119999999885678,-0.5055999999952362
68,-0.5039999999885678,-0.4975999999952362
69,-0.4959999999885678,-0.4895999999952362
70,-0.4879999999885678,-0.48159999999523617
71,-0.4799999999885678,-0.47359999999523616
72,-0.4719999999885678,-0.46559999999523616
73,-0.4639999999885678,-0.45759999999523615
74,-0.4559999999885678,-0.44959999999523614
75,-0.44799999998856777,-0.44159999999523614
76,-0.43999999998856776,-0.43359999999523613
77,-0.43199999998856775,-0.4255999999952361
78,-0.42399999998856774,-0.4175999999952361
79,-0.41599999998856774,-0.4095999999952361
80,-0.40799999998856773,-0.4015999999952361
81,-0.4,-0.3935999999952361
82,-0.3919999999885677,-0.3855999999952361
83,-0.3839999999885677,-0.3775999999952361
84,-0.3759999999885677,-0.3695999999952361
85,-0.3679999999885677,-0.36159999999523607
86,-0.3599999999885677,-0.35359999999523606
87,-0.3519999999885677,-0.34559999999523605
88,-0.3439999999885677,-0.33759999999523604
89,-0.33599999998856767,-0.32959999999523604
90,-0.32799999998856766,-0.32159999999523603
91,-0.31999999998856765,-0.313599999995236
92,-0.31199999998856764,-0.305599999995236
93,-0.30399999998856764,-0.297599999995236
94,-0.29599999998856763,-0.289599999995236
95,-0.2879999999885676,-0.281599999995236
96,-0.2799999999885676,-0.273599999995236
97,-0.2719999999885676,-0.265599999995236
98,-0.2639999999885676,-0.257599999995236
99,-0.2559999999885676,-0.24959999999523597
100,-0.2479999999885676,-0.24159999999523596
101,-0.23999999998856758,-0.23359999999523595
102,-0.23199999998856757,-0.22559999999523594
103,-0.22399999998856757,-0.21759999999523594
104,-0.21599999998856756,-0.20959999999523593
105,-0.20799999998856755,-0.20159999999523592
106,-0.2,-0.19359999999523592
107,-0.19199999998856754,-0.1855999999952359
108,-0.18399999998856753,-0.1775999999952359
109,-0.17599999998856752,-0.1695999999952359
110,-0.16799999998856752,-0.1615999999952359
111,-0.1599999999885675,-0.15359999999523588
112,-0.1519999999885675,-0.14559999999523587
113,-0.1439999999885675,-0.13759999999523587
114,-0.1359999999885675,-0.12959999999523586
115,-0.12799999998856748,-0.12159999999523585
116,-0.11999999998856747,-0.11359999999523585
117,-0.11199999998856747,-0.10559999999523584
118,-0.10399999998856746,-0.09759999999523583
119,-0.09599999998856745,-0.08959999999523582
120,-0.08799999998856745,-0.08159999999523582
121,-0.07999999998856744,-0.07359999999523581
122,-0.07199999998856743,-0.0655999999952358
123,-0.06399999998856742,-0.0575999999952358
124,-0.055999999988567424,-0.0495999999952358
125,-0.047999999988567424,-0.0415999999952358
126,-0.039999999988567424,-0.0335999999952358
127,-0.031999999988567424,-0.025599999995235802
128,-0.023999999988567423,-0.0175999999952358
129,-0.015999999988567423,-0.009599999995235801
130,-0.007999999988567423,-0.0015999999952358013
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.0,0.0
137,0.0,0.0
